Project,Train Version,Test Version,ML Algorithm,Sampling Method,Defect Ratio,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure,test_dataset
ant,not,1.7,naive_bayes,baseline,0.1555630706797429,0.640268456375839,0.5127272727272728,0.7148542355952306,0.3578063371283085,0.3671875,0.8493975903614458,0.5803108808290155,0.4196891191709844,0.6847064522231261,0.7020788159720345,0.605320331824445,ant1.7
ant,not,1.7,decision_tree,baseline,0.1555630706797429,0.7476510067114094,0.5523809523809524,0.7302266059054873,0.4042231928957415,0.4566929133858268,0.6987951807228916,0.7616580310880829,0.238341968911917,0.7284017329762902,0.7295498348181834,0.688500916038271,ant1.7
ant,not,1.7,random_forest,baseline,0.1555630706797429,0.7328859060402685,0.4517906336088154,0.64767879809393,0.2786878777420844,0.416243654822335,0.4939759036144578,0.8013816925734024,0.1986183074265975,0.6156111225803932,0.6291766411183985,0.69014081396896,ant1.7
ant,not,1.7,svm,baseline,0.1555630706797429,0.8134228187919463,0.4279835390946502,0.6350375595646836,0.3691852219364654,0.6753246753246753,0.3132530120481928,0.9568221070811744,0.0431778929188255,0.5134376936620608,0.5474736587612926,0.797726889109744,ant1.7
ant,not,2.0,knn,baseline,0.1555630706797429,0.6153846153846154,0.4897959183673468,0.6016483516483516,0.2241642171297066,0.6428571428571429,0.3956043956043956,0.8076923076923077,0.1923076923076923,0.5515157220517992,0.5652668637191949,0.564608733946479,lucene2.0
ant,not,2.0,naive_bayes,baseline,0.1555630706797429,0.6564102564102564,0.679425837320574,0.6641483516483517,0.3350560939338347,0.6016949152542372,0.7802197802197802,0.5480769230769231,0.4519230769230769,0.6446566361515507,0.6539269504054794,0.555293456251082,lucene2.0
ant,not,2.0,decision_tree,baseline,0.1555630706797429,0.5948717948717949,0.3779527559055117,0.5741758241758241,0.1907567565296838,0.6666666666666666,0.2637362637362637,0.8846153846153846,0.1153846153846153,0.473028511774834,0.4830167247436464,0.603556198707144,lucene2.0
ant,not,2.0,random_forest,baseline,0.1555630706797429,0.6153846153846154,0.358974358974359,0.5913461538461539,0.2681190063154137,0.8076923076923077,0.2307692307692307,0.9519230769230768,0.048076923076923,0.4550103822714119,0.4686945233443824,0.639017392095266,lucene2.0
ant,not,2.0,svm,baseline,0.1555630706797429,0.5948717948717949,0.2752293577981651,0.5679945054945055,0.2343787832624436,0.8333333333333334,0.1648351648351648,0.971153846153846,0.0288461538461538,0.4090971304488265,0.4001003677967236,0.656802242135862,lucene2.0
ant,not,2.2,knn,baseline,0.1555630706797429,0.4696356275303643,0.3282051282051282,0.5188781014023732,0.0459912321474384,0.6274509803921569,0.2222222222222222,0.8155339805825242,0.1844660194174757,0.4347717346395942,0.4257109036221448,0.582411960057614,lucene2.2
ant,not,2.2,naive_bayes,baseline,0.1555630706797429,0.582995951417004,0.6171003717472118,0.5843109492988133,0.1662948927959328,0.664,0.5763888888888888,0.5922330097087378,0.4077669902912621,0.5842354681866283,0.5842572433691703,0.516605968564388,lucene2.2
ant,not,2.2,decision_tree,baseline,0.1555630706797429,0.4534412955465587,0.2196531791907514,0.5174285329018339,0.0533904324974772,0.6551724137931034,0.1319444444444444,0.9029126213592232,0.0970873786407767,0.3823648299270022,0.3451583755424744,0.633043134419872,lucene2.2
ant,not,2.2,random_forest,baseline,0.1555630706797429,0.4655870445344129,0.1645569620253164,0.54028451995685,0.171801150772532,0.9285714285714286,0.0902777777777777,0.9902912621359224,0.0097087378640776,0.3566926157753777,0.2990004924718049,0.669306556201482,lucene2.2
ant,not,2.2,svm,baseline,0.1555630706797429,0.4574898785425101,0.1518987341772152,0.531957928802589,0.1362907873910965,0.8571428571428571,0.0833333333333333,0.9805825242718448,0.0194174757281553,0.3516733785577554,0.2858587244706501,0.670231819921493,lucene2.2
ant,not,2.4,knn,baseline,0.1555630706797429,0.4264705882352941,0.2105263157894737,0.4983459782100607,-0.0048340076241606,0.5909090909090909,0.1280788177339901,0.8686131386861314,0.1313868613138686,0.3764981734549345,0.333543016522802,0.632701016457707,lucene2.4
ant,not,2.4,naive_bayes,baseline,0.1555630706797429,0.6088235294117647,0.6210826210826211,0.6261371399805832,0.2495742678680102,0.7364864864864865,0.5369458128078818,0.7153284671532847,0.2846715328467153,0.6156453058115123,0.6197520675401064,0.533661756764846,lucene2.4
ant,not,2.4,decision_tree,baseline,0.1555630706797429,0.5058823529411764,0.3385826771653543,0.5767142497572902,0.2107561861164302,0.8431372549019608,0.2118226600985221,0.9416058394160584,0.0583941605839416,0.4411469794639772,0.4466021200905917,0.612566559729566,lucene2.4
ant,not,2.4,random_forest,baseline,0.1555630706797429,0.4205882352941176,0.0574162679425837,0.5147783251231527,0.1101069306577645,1.0,0.0295566502463054,1.0,0.0,0.313792926631774,0.1719204765183758,0.70314042360178,lucene2.4
ant,not,2.4,svm,baseline,0.1555630706797429,0.4205882352941176,0.0574162679425837,0.5147783251231527,0.1101069306577645,1.0,0.0295566502463054,1.0,0.0,0.313792926631774,0.1719204765183758,0.70314042360178,lucene2.4
ant,not,1.4,knn,baseline,0.1555630706797429,0.3469387755102041,0.3043478260869565,0.5034013605442177,0.0075273125362857,0.7567567567567568,0.1904761904761904,0.8163265306122449,0.1836734693877551,0.4130312011942733,0.3943231767670596,0.654599567733601,velocity1.4
ant,not,1.4,naive_bayes,baseline,0.1555630706797429,0.413265306122449,0.5344129554655871,0.3775510204081633,-0.2121320343559642,0.66,0.4489795918367347,0.3061224489795918,0.6938775510204082,0.3734660639588265,0.370732696420101,0.568637789213217,velocity1.4
ant,not,1.4,decision_tree,baseline,0.1555630706797429,0.3622448979591837,0.3315508021390375,0.5136054421768708,0.0292352673102343,0.775,0.2108843537414966,0.8163265306122449,0.1836734693877551,0.4270953628539432,0.4149102226388274,0.642290211165159,velocity1.4
ant,not,1.4,random_forest,baseline,0.1555630706797429,0.3061224489795918,0.1604938271604938,0.5238095238095238,0.0775626244533622,0.8666666666666667,0.0884353741496598,0.9591836734693876,0.0408163265306122,0.3547806421018027,0.291248634402825,0.7208015446552,velocity1.4
ant,not,1.4,svm,baseline,0.1555630706797429,0.2653061224489796,0.0399999999999999,0.5102040816326531,0.0719815750748694,1.0,0.0204081632653061,1.0,0.0,0.3073239694499127,0.1428571428571428,0.772506405775308,velocity1.4
ant,not,1.5,knn,baseline,0.1555630706797429,0.4205607476635514,0.2705882352941176,0.5462636932707355,0.1296418525050278,0.8214285714285714,0.1619718309859155,0.9305555555555556,0.0694444444444444,0.405393515455265,0.3882316153631092,0.638752589070274,velocity1.5
ant,not,1.5,naive_bayes,baseline,0.1555630706797429,0.6121495327102804,0.6527196652719666,0.6427034428794993,0.2708919310967234,0.8041237113402062,0.5492957746478874,0.7361111111111112,0.2638888888888889,0.6306954884994902,0.635879487799925,0.547729793555886,velocity1.5
ant,not,1.5,decision_tree,baseline,0.1555630706797429,0.3598130841121495,0.2259887005649717,0.4662558685446009,-0.0862140669990441,0.5714285714285714,0.1408450704225352,0.7916666666666666,0.2083333333333333,0.374880023197532,0.3339196721036968,0.643389162506397,velocity1.5
ant,not,1.5,random_forest,baseline,0.1555630706797429,0.3878504672897196,0.1437908496732026,0.5387323943661971,0.1657564357833742,1.0,0.0774647887323943,1.0,0.0,0.3476690962293118,0.2783249696530916,0.692201948076516,velocity1.5
ant,not,1.5,svm,baseline,0.1555630706797429,0.3457943925233644,0.054054054054054,0.5001956181533646,0.0011198046800974,0.6666666666666666,0.028169014084507,0.9722222222222222,0.0277777777777777,0.3125310661114385,0.1654887956057706,0.721713318814908,velocity1.5
ant,not,1.6.1,knn,baseline,0.1555630706797429,0.6506550218340611,0.2592592592592592,0.5367634572932587,0.103274940029894,0.4666666666666667,0.1794871794871795,0.8940397350993378,0.1059602649006622,0.4149919375069595,0.4005854096225238,0.663623248947427,velocity1.6.1
ant,not,1.6.1,naive_bayes,baseline,0.1555630706797429,0.6331877729257642,0.5280898876404494,0.6257853625403295,0.240381489183693,0.47,0.6025641025641025,0.6490066225165563,0.3509933774834437,0.6250655766617899,0.6253543739791447,0.558101394564227,velocity1.6.1
ant,not,1.6.1,decision_tree,baseline,0.1555630706797429,0.6812227074235808,0.4671532846715328,0.6157242316182713,0.2508069749075863,0.5423728813559322,0.4102564102564102,0.8211920529801324,0.1788079470198675,0.5642421638334456,0.5804302746986247,0.626480255205901,velocity1.6.1
ant,not,1.6.1,random_forest,baseline,0.1555630706797429,0.6637554585152838,0.1348314606741573,0.52190524707081,0.0970933168001502,0.5454545454545454,0.0769230769230769,0.9668874172185432,0.0331125827814569,0.3468662276931246,0.272719554067282,0.714354204229755,velocity1.6.1
ant,not,1.6.1,svm,baseline,0.1555630706797429,0.6550218340611353,0.0705882352941176,0.5059857361181865,0.0329577708950954,0.4285714285714285,0.0384615384615384,0.9735099337748344,0.0264900662251655,0.3198316617827741,0.193501136328887,0.720576054397696,velocity1.6.1
ant,not,2.6,knn,baseline,0.1555630706797429,0.5819209039548022,0.3954248366013072,0.562813760818011,0.1495439316107407,0.6019900497512438,0.2944038929440389,0.8312236286919831,0.1687763713080168,0.4869935040350712,0.4946872468479353,0.581331209273535,xalan2.6
ant,not,2.6,naive_bayes,baseline,0.1555630706797429,0.6779661016949152,0.6235138705416116,0.6710708675967845,0.3496903947973711,0.6820809248554913,0.5742092457420924,0.7679324894514767,0.2320675105485232,0.6571056315250229,0.6640436247331796,0.5737235949617,xalan2.6
ant,not,2.6,decision_tree,baseline,0.1555630706797429,0.5943502824858757,0.416260162601626,0.5755489851858696,0.1789287272812223,0.6274509803921569,0.3114355231143552,0.8396624472573839,0.160337552742616,0.5000854224728526,0.5113714046572052,0.583608250250521,xalan2.6
ant,not,2.6,random_forest,baseline,0.1555630706797429,0.559322033898305,0.1594827586206896,0.52813452831932,0.1182715035811357,0.6981132075471698,0.0900243309002433,0.9662447257383966,0.0337552742616033,0.3561074868838644,0.2949331024495016,0.671082917434535,xalan2.6
ant,not,2.6,svm,baseline,0.1555630706797429,0.5412429378531074,0.0287081339712918,0.5062444177523175,0.0703130196060953,0.8571428571428571,0.0145985401459854,0.9978902953586498,0.0021097046413502,0.3032143486207194,0.1206968994551329,0.703573510596959,xalan2.6
ant,not,2.7,knn,baseline,0.1555630706797429,0.2365236523652365,0.3713768115942029,0.5686879935209557,0.0358784823359412,0.9951456310679612,0.2282850779510022,0.9090909090909092,0.0909090909090909,0.450541910732489,0.4555566803882538,0.793755121483283,xalan2.7
ant,not,2.7,naive_bayes,baseline,0.1555630706797429,0.3762376237623762,0.5386493083807974,0.6842984409799555,0.0837545195966777,1.0,0.3685968819599109,1.0,0.0,0.5535305735715229,0.6071218015850781,0.720437866839535,xalan2.7
ant,not,2.7,decision_tree,baseline,0.1555630706797429,0.1353135313531353,0.2233201581027668,0.5174630492002429,0.0115305120547247,0.9912280701754386,0.1258351893095768,0.9090909090909092,0.0909090909090909,0.3785385856469685,0.338224225396511,0.872054277523829,xalan2.7
ant,not,2.7,random_forest,baseline,0.1555630706797429,0.0825082508250825,0.133056133056133,0.5356347438752784,0.0304592921715697,1.0,0.0712694877505567,1.0,0.0,0.3432883568935627,0.2669634577063999,0.91940075160848,xalan2.7
ant,not,2.7,svm,baseline,0.1555630706797429,0.0198019801980198,0.0154696132596685,0.5038975501113586,0.0097499845045012,1.0,0.0077951002227171,1.0,0.0,0.2984051870409645,0.0882898647791304,0.980189442762957,xalan2.7
jEdit,not,3.2.1,knn,baseline,0.1880907372400756,0.7316176470588235,0.434108527131783,0.6253357753357753,0.3365516563527684,0.717948717948718,0.3111111111111111,0.9395604395604396,0.0604395604395604,0.511010817246079,0.5406548735632486,0.70701581741269,jEdit3.2.1
jEdit,not,3.2.1,naive_bayes,baseline,0.1880907372400756,0.7352941176470589,0.5555555555555556,0.6758241758241758,0.3750457847507963,0.625,0.5,0.8516483516483516,0.1483516483516483,0.6312126550648388,0.6525520483640947,0.665293774326491,jEdit3.2.1
jEdit,not,3.2.1,decision_tree,baseline,0.1880907372400756,0.6360294117647058,0.5170731707317073,0.6241147741147741,0.2364349524511752,0.4608695652173913,0.5888888888888889,0.6593406593406593,0.3406593406593406,0.6224677947131736,0.6231198827500116,0.56445678752541,jEdit3.2.1
jEdit,not,3.2.1,random_forest,baseline,0.1880907372400756,0.7279411764705882,0.6336633663366337,0.7236874236874238,0.4277199518728014,0.5714285714285714,0.7111111111111111,0.7362637362637363,0.2637362637362637,0.7234013675621109,0.723578139225698,0.628715202430239,jEdit3.2.1
jEdit,not,3.2.1,svm,baseline,0.1880907372400756,0.7573529411764706,0.4761904761904761,0.6501831501831501,0.4170622695147585,0.8333333333333334,0.3333333333333333,0.967032967032967,0.0329670329670329,0.5280194550052439,0.5677537515017601,0.731189978402778,jEdit3.2.1
jEdit,not,4.0,knn,baseline,0.1880907372400756,0.7777777777777778,0.4333333333333333,0.6322077922077922,0.3211420383372149,0.5777777777777777,0.3466666666666667,0.9177489177489178,0.0822510822510822,0.5343769308894164,0.5640504925562587,0.750984820119432,jEdit4.0
jEdit,not,4.0,naive_bayes,baseline,0.1880907372400756,0.7679738562091504,0.4964539007092198,0.6662337662337663,0.3477028681700054,0.5303030303030303,0.4666666666666667,0.8658008658008658,0.1341991341991342,0.6111209364955208,0.6356417261637283,0.722899529960688,jEdit4.0
jEdit,not,4.0,decision_tree,baseline,0.1880907372400756,0.761437908496732,0.0759493670886075,0.5178354978354979,0.135088502154944,0.75,0.04,0.9956709956709956,0.0043290043290043,0.3211705883366277,0.1995666300433011,0.791183512624367,jEdit4.0
jEdit,not,4.0,random_forest,baseline,0.1880907372400756,0.6699346405228758,0.4598930481283422,0.6373160173160173,0.245232451565771,0.3839285714285714,0.5733333333333334,0.7012987012987013,0.2987012987012987,0.6317155241594571,0.6340961457680705,0.620576122321526,jEdit4.0
jEdit,not,4.0,svm,baseline,0.1880907372400756,0.8202614379084967,0.5045045045045045,0.6693506493506494,0.4521893723598869,0.7777777777777778,0.3733333333333333,0.9653679653679652,0.0346320346320346,0.5562036002095863,0.6003366059170808,0.796995630690676,jEdit4.0
jEdit,not,4.1,knn,baseline,0.1880907372400756,0.7916666666666666,0.4881889763779527,0.6597218449502905,0.3850022235906921,0.6458333333333334,0.3924050632911392,0.927038626609442,0.0729613733905579,0.5672789760588925,0.6031373400379128,0.759445726912558,jEdit4.1
jEdit,not,4.1,naive_bayes,baseline,0.1880907372400756,0.782051282051282,0.5466666666666666,0.6951159884826426,0.4047405007167427,0.5774647887323944,0.5189873417721519,0.871244635193133,0.1287553648068669,0.6478983659921684,0.6724321060539363,0.730434912838779,jEdit4.1
jEdit,not,4.1,decision_tree,baseline,0.1880907372400756,0.6858974358974359,0.3466666666666667,0.5679904384201663,0.1410365409012957,0.3661971830985915,0.3291139240506329,0.8068669527896996,0.1931330472103004,0.5063460215761064,0.5153165522466698,0.659215801529535,jEdit4.1
jEdit,not,4.1,random_forest,baseline,0.1880907372400756,0.7660256410256411,0.5350318471337578,0.6885695659260064,0.3787371206511172,0.5384615384615384,0.5316455696202531,0.8454935622317596,0.1545064377682403,0.6512679310931039,0.6704497792549123,0.711015544564416,jEdit4.1
jEdit,not,4.1,svm,baseline,0.1880907372400756,0.8141025641025641,0.5,0.6663769218232194,0.4475559940353792,0.7837837837837838,0.3670886075949367,0.965665236051502,0.0343347639484978,0.5518060092708097,0.5953861829980452,0.79051470945381,jEdit4.1
jEdit,not,4.2,knn,baseline,0.1880907372400756,0.8610354223433242,0.495049504950495,0.7165295193312435,0.4153940857149974,0.4716981132075472,0.5208333333333334,0.9122257053291536,0.0877742946708464,0.6555402626943108,0.6892877155868471,0.842639112132917,jEdit4.2
jEdit,not,4.2,naive_bayes,baseline,0.1880907372400756,0.8010899182561307,0.4511278195488722,0.7262931034482759,0.3617289413706909,0.3529411764705882,0.625,0.8275862068965517,0.1724137931034483,0.7081511383846781,0.7191949522280762,0.777411858443241,jEdit4.2
jEdit,not,4.2,decision_tree,baseline,0.1880907372400756,0.8337874659400545,0.4601769911504425,0.7097048066875653,0.3704197985491083,0.4,0.5416666666666666,0.877742946708464,0.122257053291536,0.6645777053295548,0.6895245435325353,0.812943207607699,jEdit4.2
