Project,Train Version,Test Version,ML Algorithm,Sampling Method,Defect Ratio,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure
ant,1.3,1.6,decision_tree,baseline,0.1587301587301587,{'classification__criterion': 'log_loss'; 'classification__max_depth': 10; 'classification__max_features': 'sqrt'},0.7159090909090909,0.3670886075949367,0.5864548494983278,0.1946457645902598,0.4393939393939394,0.3152173913043478,0.8576923076923076,0.1423076923076923,0.5054402460460601,0.5199610867868626,0.6892947425356596
ant,1.3,1.6,random_forest,baseline,0.1587301587301587,{'classification__criterion': 'gini'; 'classification__max_features': None; 'classification__n_estimators': 10},0.7528409090909091,0.2018348623853211,0.5482441471571907,0.1977462938021424,0.6470588235294118,0.1195652173913043,0.9769230769230768,0.023076923076923,0.3772247793923078,0.3417689571434036,0.7691848671345215
ant,1.3,1.6,svm,baseline,0.1587301587301587,{'classification__coef0': 1; 'classification__degree': 2; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7414772727272727,0.021505376344086,0.5054347826086957,0.0897303170096942,1.0,0.0108695652173913,1.0,0.0,0.3005791620872193,0.1042572070285373,0.7831582819500121
ant,1.3,1.7,knn,baseline,0.1587301587301587,{'classification__n_neighbors': 1},0.7825503355704698,0.325,0.5872453544748943,0.2427663636225148,0.527027027027027,0.2349397590361445,0.9395509499136442,0.0604490500863557,0.4573346980135845,0.4698274936345172,0.7738256351515884
ant,1.3,1.7,naive_bayes,baseline,0.1587301587301587,{},0.8161073825503355,0.3744292237442922,0.6131312816030963,0.3662815527235222,0.7735849056603774,0.2469879518072289,0.9792746113989638,0.0207253886010362,0.467338434624697,0.491801820377121,0.810476434079893
ant,1.3,1.7,decision_tree,baseline,0.1587301587301587,{'classification__criterion': 'gini'; 'classification__max_depth': 7; 'classification__max_features': 'log2'},0.7328859060402685,0.3114186851211072,0.5681846557213309,0.1528488675758818,0.3658536585365853,0.2710843373493976,0.8652849740932642,0.1347150259067357,0.4758501256976116,0.484319320098283,0.7162579456444178
ant,1.3,1.7,random_forest,baseline,0.1587301587301587,{'classification__criterion': 'gini'; 'classification__max_features': 'log2'; 'classification__n_estimators': 20},0.7838926174496644,0.08,0.5193572216326445,0.1474708495872326,0.7777777777777778,0.0421686746987951,0.996545768566494,0.003454231433506,0.3227065704426705,0.2049951568626471,0.8077946273405016
ant,1.3,1.7,svm,baseline,0.1587301587301587,{'classification__coef0': 1; 'classification__degree': 2; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7798657718120805,0.0238095238095238,0.5060240963855421,0.096895995459117,1.0,0.0120481927710843,1.0,0.0,0.301412577622929,0.1097642599896903,0.8089109580033762
ant,1.4,1.5,knn,baseline,0.2247191011235955,{'classification__n_neighbors': 1},0.764505119453925,0.2247191011235955,0.5662116858237548,0.1043437533837843,0.175438596491228,0.3125,0.8199233716475096,0.1800766283524904,0.4974645076818947,0.506187765201656,0.7599962858387935
ant,1.4,1.5,naive_bayes,baseline,0.2247191011235955,{},0.3208191126279863,0.2196078431372549,0.5639367816091955,0.0935350878186927,0.1255605381165919,0.875,0.2528735632183908,0.7471264367816092,0.4643588362821693,0.4703874656239173,0.7011867196861121
ant,1.4,1.5,decision_tree,baseline,0.2247191011235955,{'classification__criterion': 'gini'; 'classification__max_depth': 10; 'classification__max_features': 'auto'},0.6348122866894198,0.1954887218045113,0.5345426245210728,0.0453387214715184,0.1287128712871287,0.40625,0.6628352490421456,0.3371647509578544,0.5171857853229299,0.5189188953231243,0.6680401023325784
ant,1.4,1.5,random_forest,baseline,0.2247191011235955,{'classification__criterion': 'gini'; 'classification__max_features': 'log2'; 'classification__n_estimators': 40},0.863481228668942,0.1666666666666666,0.5395114942528736,0.108479785267931,0.25,0.125,0.9540229885057472,0.0459770114942528,0.380428016455738,0.345330093625242,0.8621873119174777
ant,1.4,1.5,svm,baseline,0.2247191011235955,{'classification__coef0': 0; 'classification__degree': 0; 'classification__gamma': 'scale'; 'classification__kernel': 'sigmoid'},0.7747440273037542,0.0294117647058823,0.4485751915708812,-0.0977192463706286,0.0277777777777777,0.03125,0.8659003831417624,0.1340996168582375,0.3084585082073795,0.164497376797261,0.7795892192325122
ant,1.4,1.6,knn,baseline,0.2247191011235955,{'classification__n_neighbors': 1},0.6420454545454546,0.2222222222222222,0.4978260869565217,-0.0047860714464739,0.2571428571428571,0.1956521739130435,0.8,0.2,0.4139217520966962,0.3956282840374722,0.6444514988253532
ant,1.4,1.6,naive_bayes,baseline,0.2247191011235955,{},0.3806818181818182,0.4076086956521739,0.5210702341137123,0.0450006313908392,0.2717391304347826,0.8152173913043478,0.2269230769230769,0.7730769230769231,0.4379534977110643,0.4301065435400705,0.629051437410824
ant,1.4,1.6,decision_tree,baseline,0.2247191011235955,{'classification__criterion': 'gini'; 'classification__max_depth': 7; 'classification__max_features': 'auto'},0.6164772727272727,0.2105263157894737,0.4805183946488294,-0.0410336788882712,0.2278481012658227,0.1956521739130435,0.7653846153846153,0.2346153846153846,0.4075391135150618,0.3869743710888341,0.6250197808927259
ant,1.4,1.6,random_forest,baseline,0.2247191011235955,{'classification__criterion': 'entropy'; 'classification__max_features': 'log2'; 'classification__n_estimators': 10},0.7272727272727273,0.2,0.534448160535117,0.1118729522408954,0.4285714285714285,0.1304347826086956,0.9384615384615383,0.0615384615384615,0.3835867256680356,0.3498685849799219,0.7386173303463501
ant,1.4,1.6,svm,baseline,0.2247191011235955,{'classification__coef0': 0; 'classification__degree': 0; 'classification__gamma': 'scale'; 'classification__kernel': 'sigmoid'},0.6505681818181818,0.0465116279069767,0.4509197324414715,-0.1406246213261042,0.081081081081081,0.0326086956521739,0.8692307692307693,0.1307692307692307,0.3097295720357983,0.1683581943516595,0.6865411633626802
ant,1.4,1.7,knn,baseline,0.2247191011235955,{'classification__n_neighbors': 1},0.6738255033557047,0.2334384858044164,0.5130001872776079,0.0269148047795007,0.2450331125827814,0.2228915662650602,0.8031088082901554,0.1968911917098445,0.4331386151999352,0.423091219669067,0.6690424824389963
ant,1.4,1.7,naive_bayes,baseline,0.2247191011235955,{},0.3208053691275168,0.3496143958868894,0.4985850136296481,-0.0030752048193111,0.2222222222222222,0.8192771084337349,0.1778929188255613,0.8221070811744386,0.4048022108352438,0.3817637962749257,0.6795430163027046
ant,1.4,1.7,decision_tree,baseline,0.2247191011235955,{'classification__criterion': 'log_loss'; 'classification__max_depth': 9; 'classification__max_features': 'log2'},0.7932885906040269,0.2735849056603773,0.5726689139979607,0.2512780121702474,0.6304347826086957,0.1746987951807229,0.9706390328151986,0.0293609671848013,0.416054734983587,0.4117881367744794,0.7953734822832087
