Dataset,Project,Train Version,Test Version,ML Algorithm,Max Bug Per File,Mutation Version,Dimensionality Reduction,Defect Ratio,Validation,Test,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,g-measure,auc-prc,tn,fp,fn,tp,fnr
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_xgboost_cross,ant,1.5,1.6,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,0,{'classification__learning_rate': 0.1; 'classification__max_depth': 7; 'classification__n_estimators': 100; 'classification__subsample': 0.8},0.847457627118644,0.6896551724137931,0.7703081232492996,0.6082731503531377,0.8333333333333334,0.5882352941176471,0.9523809523809524,0.0476190476190476,0.7068978448505319,0.7484811885651197,0.7920527792716758,0.6088401462279828,40,2,7,10,0.4117647058823529
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_xgboost_cross,ant,1.5,1.6,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,0,{'classification__learning_rate': 0.2; 'classification__max_depth': 5; 'classification__n_estimators': 200; 'classification__subsample': 1.0},0.8103448275862069,0.6666666666666666,0.7723214285714287,0.5347860373638946,0.6470588235294118,0.6875,0.8571428571428571,0.1428571428571428,0.7570345567109326,0.7676494735787385,0.7331534775483988,0.5310598377281948,36,6,5,11,0.3125
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_xgboost_cross,ant,1.5,1.6,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,0,{'classification__learning_rate': 0.1; 'classification__max_depth': 5; 'classification__n_estimators': 100; 'classification__subsample': 1.0},0.8103448275862069,0.6206896551724138,0.7336309523809524,0.5008031807045815,0.6923076923076923,0.5625,0.9047619047619048,0.0952380952380952,0.6833957164024936,0.7133922984085064,0.7483566799551908,0.5101127320954907,38,4,7,9,0.4375
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_xgboost_cross,ant,1.5,1.6,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,1,{'classification__learning_rate': 0.01; 'classification__max_depth': 7; 'classification__n_estimators': 200; 'classification__subsample': 1.0},0.7414772727272727,0.3973509933774834,0.6072742474916388,0.25237494891703,0.5084745762711864,0.3260869565217391,0.8884615384615384,0.1115384615384615,0.5169888103922958,0.5382524677728334,0.7138869903447758,0.3419432906813157,231,29,62,30,0.6739130434782609
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_neuralnet_cross,ant,1.5,1.6,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,0,0,{'classification__lr': 0.001; 'classification__max_epochs': 20; 'classification__module__dropout': 0.1},0.7966101694915254,0.4545454545454545,0.6470588235294118,0.4782867026529595,1.0,0.2941176470588235,0.0,0.0,0.5008658015153783,0.5423261445466404,0.7817358363051424,0.4975074775672981,42,0,12,5,0.7058823529411765
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_neuralnet_cross,ant,1.5,1.6,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,0,{'classification__lr': 0.01; 'classification__max_epochs': 30; 'classification__module__dropout': 0.5},0.8305084745762712,0.6428571428571429,0.7408963585434172,0.5602635585791081,0.8181818181818182,0.5294117647058824,0.0,0.0476190476190476,0.6655445762935089,0.7100716024967263,0.7780665725665542,0.5687483005528868,40,2,8,9,0.47058823529411764
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_neuralnet_cross,ant,1.5,1.6,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,0,{'classification__lr': 0.001; 'classification__max_epochs': 30; 'classification__module__dropout': 0.1},0.8305084745762712,0.6875,0.7759103641456583,0.5739514377973668,0.7333333333333333,0.6470588235294118,0.0,0.0952380952380952,0.741506509914637,0.765136702602527,0.7610067703212596,0.5762047191758058,38,4,6,11,0.35294117647058826
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_neuralnet_cross,ant,1.5,1.6,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,0,{'classification__lr': 0.01; 'classification__max_epochs': 30; 'classification__module__dropout': 0.1},0.7758620689655172,0.6060606060606061,0.7291666666666667,0.450038523246119,0.5882352941176471,0.625,0.0,0.1666666666666666,0.7098252442253308,0.7216878364870322,0.6980447194686162,0.4710953346855984,35,7,6,10,0.375
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_neuralnet_cross,ant,1.5,1.6,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,0,{'classification__lr': 0.01; 'classification__max_epochs': 30; 'classification__module__dropout': 0.3},0.7413793103448276,0.4444444444444444,0.6279761904761905,0.2918089035932009,0.5454545454545454,0.375,0.0,0.119047619047619,0.5501126054216973,0.57476703355111,0.697194809115669,0.3769592476489028,37,5,10,6,0.625
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.6_org_java_1.4.1_ext_2.2_j16_45_neuralnet_cross,ant,1.5,1.6,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,1,{'classification__lr': 0.001; 'classification__max_epochs': 30; 'classification__module__dropout': 0.1},0.7357954545454546,0.4918032786885246,0.6561036789297658,0.313316143114902,0.4945054945054945,0.4891304347826087,0.823076923076923,0.1769230769230769,0.6177111773715223,0.6345013579529576,0.6825704518546405,0.3754004148025888,214,46,47,45,0.5108695652173914
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_knn_cross,ant,1.5,1.7,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,0,0,{'classification__n_neighbors': 11},0.7796610169491526,0.4347826086956521,0.6351540616246498,0.4050369491147195,0.8333333333333334,0.2941176470588235,0.9761904761904762,0.0238095238095238,0.5005819438497403,0.5358309863551896,0.7602997930857932,0.4484878697241609,41,1,12,5,0.7058823529411765
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_knn_cross,ant,1.5,1.7,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,0,{'classification__n_neighbors': 5},0.864406779661017,0.7142857142857143,0.7822128851540616,0.6563552735679667,0.9090909090909092,0.5882352941176471,0.9761904761904762,0.0238095238095238,0.7083520388941345,0.7577794480432619,0.8158189151407894,0.6534034260853803,41,1,7,10,0.4117647058823529
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_knn_cross,ant,1.5,1.7,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,0,{'classification__n_neighbors': 9},0.8135593220338984,0.6857142857142857,0.7815126050420169,0.5537946632734597,0.6666666666666666,0.7058823529411765,0.8571428571428571,0.1428571428571428,0.7687930001311327,0.7778444682625972,0.7320340213923032,0.555333998005982,36,6,5,12,0.29411764705882354
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_knn_cross,ant,1.5,1.7,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,0,{'classification__n_neighbors': 13},0.8103448275862069,0.56,0.6949404761904762,0.4812794963103342,0.7777777777777778,0.4375,0.9523809523809524,0.0476190476190476,0.6008297207355331,0.6454972243679028,0.7685253635224152,0.4954501915708812,40,2,9,7,0.5625
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_knn_cross,ant,1.5,1.7,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,0,{'classification__n_neighbors': 5},0.7586206896551724,0.5,0.6592261904761905,0.3513658894482657,0.5833333333333334,0.4375,0.8809523809523809,0.119047619047619,0.5934421408944928,0.6208193510729725,0.7053031304884971,0.4103807471264368,37,5,9,7,0.5625
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_knn_cross,ant,1.5,1.7,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,1,{'classification__n_neighbors': 5},0.763758389261745,0.4358974358974359,0.6374617641550658,0.2882142142623157,0.4657534246575342,0.4096385542168674,0.8652849740932642,0.1347150259067357,0.5718208465652472,0.595360467089598,0.7300596046531813,0.3223341836593408,501,78,98,68,0.5903614457831325
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_naive_bayes_cross,ant,1.5,1.7,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,0,0,{},0.6610169491525424,0.5238095238095238,0.6568627450980393,0.2875341612521311,0.44,0.6470588235294118,0.6666666666666666,0.3333333333333333,0.6567227176468315,0.6567895774291853,0.5817543110824632,0.3864007976071785,28,14,6,11,0.35294117647058826
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_naive_bayes_cross,ant,1.5,1.7,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,0,{},0.6779661016949152,0.5581395348837209,0.6862745098039217,0.3398512618849054,0.4615384615384615,0.7058823529411765,0.6666666666666666,0.3333333333333333,0.6856623619238942,0.6859943405700354,0.5909822096976693,0.4105376179154844,28,14,5,12,0.29411764705882354
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_naive_bayes_cross,ant,1.5,1.7,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,0,{},0.559322033898305,0.4583333333333333,0.5854341736694678,0.1549711522707296,0.3548387096774194,0.6470588235294118,0.5238095238095238,0.4761904761904761,0.5808789890360093,0.5821817364274595,0.5355747893538562,0.3312964332808027,22,20,6,11,0.35294117647058826
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_naive_bayes_cross,ant,1.5,1.7,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,0,{},0.6551724137931034,0.5454545454545454,0.6845238095238095,0.3300862252499689,0.4285714285714285,0.75,0.6190476190476191,0.3809523809523809,0.677800747554182,0.681385143869247,0.5789096201527308,0.3903940886699507,26,16,4,12,0.25
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_naive_bayes_cross,ant,1.5,1.7,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,0,{},0.7586206896551724,0.6111111111111112,0.7366071428571429,0.4449750774468972,0.55,0.6875,0.7857142857142857,0.2142857142857142,0.7320684627120775,0.734968415259167,0.6720327103547508,0.4643318965517242,33,9,5,11,0.3125
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_naive_bayes_cross,ant,1.5,1.7,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,1,{},0.789261744966443,0.547550432276657,0.711878602492873,0.4111796209840586,0.5248618784530387,0.572289156626506,0.8514680483592401,0.1485319516407599,0.6798451107686481,0.69805868756855,0.740849240020462,0.395674775188112,493,86,71,95,0.42771084337349397
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_decision_tree_cross,ant,1.5,1.7,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,0,0,{'classification__criterion': 'entropy'; 'classification__max_depth': 6; 'classification__max_features': 'log2'},0.7457627118644068,0.4,0.6113445378151261,0.2945899569042506,0.625,0.2941176470588235,0.9285714285714286,0.0714285714285714,0.4983168644402634,0.5225985492684408,0.7194391468100156,0.3872133599202393,39,3,12,5,0.7058823529411765
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_decision_tree_cross,ant,1.5,1.7,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,0,{'classification__criterion': 'entropy'; 'classification__max_depth': 8; 'classification__max_features': 'sqrt'},0.7627118644067796,0.4615384615384615,0.6407563025210085,0.3546016030967253,0.6666666666666666,0.3529411764705882,0.9285714285714286,0.0714285714285714,0.5396810008680976,0.5724780279075999,0.7259710166232135,0.4217347956131605,39,3,11,6,0.6470588235294118
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_decision_tree_cross,ant,1.5,1.7,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,0,{'classification__criterion': 'entropy'; 'classification__max_depth': 10; 'classification__max_features': 'sqrt'},0.6949152542372882,0.5263157894736842,0.6631652661064427,0.3086777809271313,0.4761904761904761,0.5882352941176471,0.7380952380952381,0.2619047619047619,0.6549316898650568,0.6589185605731464,0.6142068393233845,0.3987561126145373,31,11,7,10,0.4117647058823529
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_decision_tree_cross,ant,1.5,1.7,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 10; 'classification__max_features': 'log2'},0.8620689655172413,0.7333333333333333,0.8080357142857143,0.6434656211219545,0.7857142857142857,0.6875,0.9285714285714286,0.0714285714285714,0.7733303165216767,0.7989949043284676,0.802092840303116,0.6263854679802956,39,3,5,11,0.3125
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_decision_tree_cross,ant,1.5,1.7,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 8; 'classification__max_features': 'sqrt'},0.6896551724137931,0.3571428571428571,0.5729166666666666,0.1609058746071497,0.4166666666666667,0.3125,0.8333333333333334,0.1666666666666666,0.4997830331857096,0.5103103630798288,0.6552679834415641,0.3198635057471264,35,7,11,5,0.6875
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_decision_tree_cross,ant,1.5,1.7,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,1,{'classification__criterion': 'log_loss'; 'classification__max_depth': 10; 'classification__max_features': 'log2'},0.723489932885906,0.4180790960451977,0.6244459704101379,0.2384501708504228,0.3936170212765957,0.4457831325301205,0.8031088082901554,0.1968911917098445,0.5841139112923777,0.598341340976969,0.6860597640390604,0.298957761647762,465,114,92,74,0.5542168674698795
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_random_forest_cross,ant,1.5,1.7,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,0,0,{'classification__criterion': 'gini'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 40},0.7457627118644068,0.3478260869565217,0.5938375350140056,0.281217363634054,0.6666666666666666,0.2352941176470588,0.9523809523809524,0.0476190476190476,0.4582239114720291,0.4733810683311508,0.7339947779232266,0.3772017281488866,40,2,13,4,0.7647058823529411
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_random_forest_cross,ant,1.5,1.7,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,0,{'classification__criterion': 'gini'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 100},0.847457627118644,0.6896551724137931,0.7703081232492996,0.6082731503531377,0.8333333333333334,0.5882352941176471,0.9523809523809524,0.0476190476190476,0.7068978448505319,0.7484811885651197,0.7920527792716758,0.6088401462279828,40,2,7,10,0.4117647058823529
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_random_forest_cross,ant,1.5,1.7,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,0,{'classification__criterion': 'log_loss'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 70},0.8305084745762712,0.6666666666666666,0.7584033613445379,0.5647115472159021,0.7692307692307693,0.5882352941176471,0.9285714285714286,0.0714285714285714,0.7044900899912939,0.7390659560519331,0.7689354040403564,0.5711327555794157,39,3,7,10,0.4117647058823529
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_random_forest_cross,ant,1.5,1.7,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,0,{'classification__criterion': 'gini'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 70},0.7931034482758621,0.6,0.7217261904761905,0.4631709060249817,0.6428571428571429,0.5625,0.8809523809523809,0.119047619047619,0.6793923070161081,0.7039429765866795,0.7267417205713028,0.4822967980295567,37,5,7,9,0.4375
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_random_forest_cross,ant,1.5,1.7,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,0,{'classification__criterion': 'entropy'; 'classification__max_features': None; 'classification__n_estimators': 30},0.7758620689655172,0.5185185185185185,0.6711309523809524,0.3902095803862569,0.6363636363636364,0.4375,0.9047619047619048,0.0952380952380952,0.5965916803134941,0.6291528696058958,0.7256130757915793,0.4335815047021943,38,4,9,7,0.5625
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_random_forest_cross,ant,1.5,1.7,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,1,{'classification__criterion': 'gini'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 100},0.785234899328859,0.4202898550724637,0.6297937865451444,0.3045047129975015,0.5272727272727272,0.3493975903614458,0.9101899827288428,0.0898100172711571,0.5355921325872383,0.5639310123912176,0.760701136490213,0.3291942633254188,527,52,108,58,0.6506024096385542
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_svm_cross,ant,1.5,1.7,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,0,0,{'classification__coef0': 0; 'classification__degree': 0; 'classification__gamma': 'scale'; 'classification__kernel': 'rbf'},0.7966101694915254,0.4545454545454545,0.6470588235294118,0.4782867026529595,1.0,0.2941176470588235,1.0,0.0,0.5008658015153783,0.5423261445466404,0.7817358363051424,0.4975074775672981,42,0,12,5,0.7058823529411765
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_svm_cross,ant,1.5,1.7,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,0,{'classification__coef0': 0; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.847457627118644,0.6666666666666666,0.7528011204481792,0.6103234488126624,0.9,0.5294117647058824,0.9761904761904762,0.0238095238095238,0.6668182323256058,0.7188927059645797,0.8012109090466943,0.6120638085742772,41,1,8,9,0.47058823529411764
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_svm_cross,ant,1.5,1.7,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,2,0,{'classification__coef0': 3; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7966101694915254,0.6470588235294118,0.7521008403361344,0.5042016806722689,0.6470588235294118,0.6470588235294118,0.8571428571428571,0.1428571428571428,0.7307643807798186,0.7447293795329252,0.7171514543630891,0.5203800363615038,36,6,6,11,0.35294117647058826
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_svm_cross,ant,1.5,1.7,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,0,{'classification__coef0': 0; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.8448275862068966,0.6896551724137931,0.7767857142857143,0.5933082268219884,0.7692307692307693,0.625,0.9285714285714286,0.0714285714285714,0.7300675632530184,0.7618117502750551,0.785481423869417,0.5842175066312998,39,3,6,10,0.375
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_svm_cross,ant,1.5,1.7,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,4,0,{'classification__coef0': 1; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7586206896551724,0.4166666666666667,0.6205357142857143,0.3124642836732361,0.625,0.3125,0.9285714285714286,0.0714285714285714,0.5112473576458505,0.5386822546070842,0.7296901476850886,0.3849676724137931,39,3,11,5,0.6875
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_svm_cross,ant,1.5,1.7,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,3,1,{'classification__coef0': 0; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7973154362416107,0.393574297188755,0.6182293942609818,0.3127380653054035,0.5903614457831325,0.2951807228915662,0.9412780656303972,0.0587219343696027,0.4998907724507759,0.5271120752314026,0.7816402676524945,0.3313102981993471,545,34,117,49,0.7048192771084337
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_xgboost_cross,ant,1.5,1.7,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,0,0,{'classification__learning_rate': 0.1; 'classification__max_depth': 5; 'classification__n_estimators': 100; 'classification__subsample': 0.8},0.7796610169491526,0.5185185185185185,0.6701680672268907,0.4108271414445345,0.7,0.4117647058823529,0.9285714285714286,0.0714285714285714,0.5809995214429933,0.6183469424008423,0.7341412175654098,0.4577268195413758,39,3,10,7,0.5882352941176471
ant_1.5_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.3_java_1.3_ext_2.2_j16_45_ant_1.7_org_java_1.5_ext_2.2_j16_45_xgboost_cross,ant,1.5,1.7,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.3,1,0,{'classification__learning_rate': 0.01; 'classification__max_depth': 7; 'classification__n_estimators': 200; 'classification__subsample': 1.0},0.847457627118644,0.7096774193548387,0.7878151260504201,0.6128051991333248,0.7857142857142857,0.6470588235294118,0.9285714285714286,0.0714285714285714,0.7453732978802405,0.7751389140885999,0.7840865041456065,0.610098276598775,39,3,6,11,0.35294117647058826
