Dataset,Project,Train Version,Test Version,ML Algorithm,Max Bug Per File,Mutation Version,Dimensionality Reduction,Defect Ratio,Validation,Test,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,g-measure,auc-prc,tn,fp,fn,tp,fnr
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_svm_cross,jEdit,3.2.1,4.0,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,0,{'classification__coef0': 3; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.6727272727272727,0.6086956521739131,0.669973544973545,0.3573914633352557,0.7368421052631579,0.5185185185185185,0.8214285714285714,0.1785714285714285,0.6368800665677777,0.6526300069150406,0.5653322026700587,0.6184299131667552,23,5,13,14,0.48148148148148145
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_svm_cross,jEdit,3.2.1,4.0,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,0,{'classification__coef0': 0; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7592592592592593,0.7346938775510204,0.7592592592592592,0.5276448530110863,0.8181818181818182,0.6666666666666666,0.8518518518518519,0.1481481481481481,0.7420668837558496,0.753592220347252,0.6271078720786543,0.7121212121212122,23,4,9,18,0.3333333333333333
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_svm_cross,jEdit,3.2.1,4.0,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,0,{'classification__coef0': 0; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.6851851851851852,0.6382978723404256,0.6851851851851853,0.3834824944236852,0.75,0.5555555555555556,0.8148148148148148,0.1851851851851851,0.6595411794286994,0.6728111897994425,0.5674252941561225,0.6388888888888888,22,5,12,15,0.4444444444444444
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_svm_cross,jEdit,3.2.1,4.0,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,4,0,{'classification__coef0': 1; 'classification__degree': 2; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.6481481481481481,0.6122448979591837,0.6481481481481481,0.3015113445777636,0.6818181818181818,0.5555555555555556,0.7407407407407407,0.2592592592592592,0.6361688388076203,0.6415002990995842,0.5347214444956382,0.601010101010101,20,7,12,15,0.4444444444444444
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_svm_cross,jEdit,3.2.1,4.0,svm,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,1,{'classification__coef0': 0; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7254901960784313,0.4814814814814814,0.6561038961038961,0.2977136012017608,0.4482758620689655,0.52,0.7922077922077922,0.2077922077922078,0.6301502997032713,0.6418317941237034,0.6728761668595227,0.3507505070993915,183,48,36,39,0.48
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_xgboost_cross,jEdit,3.2.1,4.0,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,0,0,{'classification__learning_rate': 0.1; 'classification__max_depth': 5; 'classification__n_estimators': 200; 'classification__subsample': 0.8},0.7454545454545455,0.75,0.746031746031746,0.4927156639760362,0.7241379310344828,0.7777777777777778,0.7142857142857143,0.2857142857142857,0.7440553095778238,0.7453559924999299,0.6068498844531518,0.6723092998955068,20,8,6,21,0.2222222222222222
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_xgboost_cross,jEdit,3.2.1,4.0,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,0,{'classification__learning_rate': 0.01; 'classification__max_depth': 3; 'classification__n_estimators': 200; 'classification__subsample': 0.8},0.7636363636363637,0.7547169811320755,0.7632275132275133,0.5271527802754365,0.7692307692307693,0.7407407407407407,0.7857142857142857,0.2142857142857142,0.7621621026217662,0.7628961803617724,0.6260279846390301,0.6970732970732971,22,6,7,20,0.25925925925925924
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_xgboost_cross,jEdit,3.2.1,4.0,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,0,{'classification__learning_rate': 0.01; 'classification__max_depth': 3; 'classification__n_estimators': 100; 'classification__subsample': 1.0},0.6666666666666666,0.6896551724137931,0.6666666666666666,0.3370526488229122,0.6451612903225806,0.7407407407407407,0.5925925925925926,0.4074074074074074,0.6585353904706338,0.6625386599999377,0.5436964864904181,0.60752688172043,16,11,7,20,0.25925925925925924
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_xgboost_cross,jEdit,3.2.1,4.0,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,0,{'classification__learning_rate': 0.2; 'classification__max_depth': 3; 'classification__n_estimators': 200; 'classification__subsample': 0.8},0.7962962962962963,0.7755102040816326,0.7962962962962963,0.6030226891555273,0.8636363636363636,0.7037037037037037,0.8888888888888888,0.1111111111111111,0.7762398893778784,0.7908946853356527,0.669101702798207,0.755892255892256,24,3,8,19,0.2962962962962963
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_xgboost_cross,jEdit,3.2.1,4.0,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,4,0,{'classification__learning_rate': 0.01; 'classification__max_depth': 7; 'classification__n_estimators': 200; 'classification__subsample': 1.0},0.6851851851851852,0.7017543859649122,0.6851851851851852,0.3726779962499649,0.6666666666666666,0.7407407407407407,0.6296296296296297,0.3703703703703703,0.680320805525332,0.6829292190587324,0.5548590967912166,0.6234567901234568,17,10,7,20,0.25925925925925924
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_xgboost_cross,jEdit,3.2.1,4.0,xgboost,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,1,{'classification__learning_rate': 0.2; 'classification__max_depth': 3; 'classification__n_estimators': 200; 'classification__subsample': 0.8},0.6535947712418301,0.4803921568627451,0.6535064935064934,0.2674310813231267,0.3798449612403101,0.6533333333333333,0.6536796536796536,0.3463203463203463,0.6535064502380872,0.6535064705652937,0.6045462182509962,0.3331326949384405,151,80,26,49,0.3466666666666667
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_neuralnet_cross,jEdit,3.2.1,4.0,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,0,0,{'classification__lr': 0.001; 'classification__max_epochs': 20; 'classification__module__dropout': 0.3},0.6181818181818182,0.5882352941176471,0.6170634920634921,0.2360075523625153,0.625,0.5555555555555556,0.0,0.3214285714285714,0.6121551916499699,0.6139903313441727,0.5143028508594516,0.5654040404040404,19,9,12,15,0.4444444444444444
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_neuralnet_cross,jEdit,3.2.1,4.0,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,0,{'classification__lr': 0.01; 'classification__max_epochs': 30; 'classification__module__dropout': 0.3},0.6181818181818182,0.4878048780487805,0.6137566137566137,0.2611028443973671,0.7142857142857143,0.3703703703703703,0.0,0.1428571428571428,0.5434687120399903,0.563436169819011,0.5681434947595383,0.5736411736411736,24,4,17,10,0.6296296296296297
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_neuralnet_cross,jEdit,3.2.1,4.0,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,0,{'classification__lr': 0.01; 'classification__max_epochs': 20; 'classification__module__dropout': 0.5},0.6296296296296297,0.4444444444444444,0.6296296296296298,0.3478327964999673,0.8888888888888888,0.2962962962962963,0.0,0.037037037037037,0.5017176278861588,0.5341557445131836,0.6174318811098288,0.6152263374485596,26,1,19,8,0.7037037037037037
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_neuralnet_cross,jEdit,3.2.1,4.0,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,0,{'classification__lr': 0.01; 'classification__max_epochs': 30; 'classification__module__dropout': 0.1},0.6666666666666666,0.6666666666666666,0.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.5384615384615384,0.6111111111111112,18,9,9,18,0.3333333333333333
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_neuralnet_cross,jEdit,3.2.1,4.0,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,4,0,{'classification__lr': 0.01; 'classification__max_epochs': 30; 'classification__module__dropout': 0.3},0.5740740740740741,0.5818181818181818,0.5740740740740741,0.1482498633322202,0.5714285714285714,0.5925925925925926,0.0,0.4444444444444444,0.5736716876584689,0.5737753105492469,0.4925268151433942,0.5423280423280423,15,12,11,16,0.4074074074074074
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.0_org_java_1.4.0_ext_2.2_j16_45_neuralnet_cross,jEdit,3.2.1,4.0,neuralnet,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,1,{'classification__lr': 0.01; 'classification__max_epochs': 30; 'classification__module__dropout': 0.1},0.5784313725490197,0.4556962025316455,0.6262337662337663,0.2175722002868526,0.3333333333333333,0.72,0.5324675324675324,0.4675324675324675,0.6146517106583982,0.6191741462437069,0.5702620458391233,0.3086274509803921,123,108,21,54,0.28
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_knn_cross,jEdit,3.2.1,4.1,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,0,0,{'classification__n_neighbors': 5},0.7272727272727273,0.7368421052631579,0.7281746031746031,0.4581709669115175,0.7,0.7777777777777778,0.6785714285714286,0.3214285714285714,0.7236858286479004,0.7264831572567789,0.590168890850654,0.6535353535353535,19,9,6,21,0.2222222222222222
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_knn_cross,jEdit,3.2.1,4.1,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,0,{'classification__n_neighbors': 13},0.6545454545454545,0.5777777777777777,0.6514550264550264,0.3227286118885877,0.7222222222222222,0.4814814814814814,0.8214285714285714,0.1785714285714285,0.6122183545159209,0.6288900106557946,0.5590852462516898,0.6022820800598578,23,5,14,13,0.5185185185185185
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_knn_cross,jEdit,3.2.1,4.1,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,0,{'classification__n_neighbors': 15},0.7222222222222222,0.7368421052631579,0.7222222222222223,0.447213595499958,0.7,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.7167211381337342,0.7200822998230956,0.5859991481417441,0.6555555555555554,18,9,6,21,0.2222222222222222
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_knn_cross,jEdit,3.2.1,4.1,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,0,{'classification__n_neighbors': 1},0.7407407407407407,0.72,0.7407407407407407,0.4868538260775398,0.782608695652174,0.6666666666666666,0.8148148148148148,0.1851851851851851,0.7303663003970178,0.7370277311900888,0.605672251789844,0.6884057971014492,22,5,9,18,0.3333333333333333
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_knn_cross,jEdit,3.2.1,4.1,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,4,0,{'classification__n_neighbors': 1},0.6296296296296297,0.6551724137931034,0.6296296296296297,0.2621520601955984,0.6129032258064516,0.7037037037037037,0.5555555555555556,0.4444444444444444,0.6222948508449789,0.6252571487457086,0.5211598445633542,0.5794504181600956,15,12,8,19,0.2962962962962963
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_knn_cross,jEdit,3.2.1,4.1,knn,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,1,{'classification__n_neighbors': 1},0.6089743589743589,0.4741379310344827,0.6378008366382355,0.2397336946685154,0.3594771241830065,0.6962025316455697,0.5793991416309013,0.4206008583690987,0.6331226473060897,0.6351213657535885,0.576533513627084,0.3271919608479549,135,98,24,55,0.3037974683544304
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_naive_bayes_cross,jEdit,3.2.1,4.1,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,0,0,{},0.6545454545454545,0.5581395348837209,0.6507936507936508,0.3319568649619407,0.75,0.4444444444444444,0.8571428571428571,0.1428571428571428,0.5943831003434719,0.6172133998483676,0.571785137029114,0.6060606060606061,24,4,15,12,0.5555555555555556
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_naive_bayes_cross,jEdit,3.2.1,4.1,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,0,{},0.6181818181818182,0.4878048780487805,0.6137566137566137,0.2611028443973671,0.7142857142857143,0.3703703703703703,0.8571428571428571,0.1428571428571428,0.5434687120399903,0.563436169819011,0.5681434947595383,0.5736411736411736,24,4,17,10,0.6296296296296297
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_naive_bayes_cross,jEdit,3.2.1,4.1,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,0,{},0.6666666666666666,0.5909090909090909,0.6666666666666666,0.358853500273005,0.7647058823529411,0.4814814814814814,0.8518518518518519,0.1481481481481481,0.6186803651486297,0.6404302394737252,0.5704111796744452,0.6274509803921569,23,4,14,13,0.5185185185185185
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_naive_bayes_cross,jEdit,3.2.1,4.1,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,0,{},0.6481481481481481,0.5777777777777777,0.6481481481481483,0.3142696805273545,0.7222222222222222,0.4814814814814814,0.8148148148148148,0.1851851851851851,0.6106704436735437,0.6263531305662134,0.5530118272203411,0.6069958847736625,22,5,14,13,0.5185185185185185
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_naive_bayes_cross,jEdit,3.2.1,4.1,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,4,0,{},0.5555555555555556,0.4782608695652174,0.5555555555555556,0.1163350101494222,0.5789473684210527,0.4074074074074074,0.7037037037037037,0.2962962962962963,0.5315144207157957,0.5354382331407763,0.5100217079974833,0.5321637426900585,19,8,16,11,0.5925925925925926
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_naive_bayes_cross,jEdit,3.2.1,4.1,naive_bayes,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,1,{},0.7596153846153846,0.5283018867924528,0.6842777204324442,0.3670331974634849,0.525,0.5316455696202531,0.8369098712446352,0.1630901287553648,0.6493190463157583,0.6670377989429586,0.7040728743628891,0.3977036676403765,195,38,37,42,0.46835443037974683
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_decision_tree_cross,jEdit,3.2.1,4.1,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,0,0,{'classification__criterion': 'entropy'; 'classification__max_depth': 5; 'classification__max_features': 'log2'},0.7272727272727273,0.7457627118644068,0.7288359788359787,0.4638486467132797,0.6875,0.8148148148148148,0.6428571428571429,0.3571428571428571,0.7155315718570561,0.7237468644557459,0.5941004033540385,0.6510942760942761,18,10,5,22,0.18518518518518517
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_decision_tree_cross,jEdit,3.2.1,4.1,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,0,{'classification__criterion': 'entropy'; 'classification__max_depth': 7; 'classification__max_features': 'log2'},0.7272727272727273,0.7272727272727273,0.7275132275132276,0.455026455026455,0.7142857142857143,0.7407407407407407,0.7142857142857143,0.2857142857142857,0.7271923602857828,0.727392967453308,0.5884773662551439,0.6563732563732564,20,8,7,20,0.25925925925925924
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_decision_tree_cross,jEdit,3.2.1,4.1,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 6; 'classification__max_features': 'sqrt'},0.5925925925925926,0.6206896551724138,0.5925925925925926,0.1872514715682845,0.5806451612903226,0.6666666666666666,0.5185185185185185,0.4814814814814814,0.5859133375000389,0.5879447357921312,0.5042573631180562,0.553763440860215,14,13,9,18,0.3333333333333333
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_decision_tree_cross,jEdit,3.2.1,4.1,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 10; 'classification__max_features': 'sqrt'},0.6481481481481481,0.6122448979591837,0.6481481481481481,0.3015113445777636,0.6818181818181818,0.5555555555555556,0.7407407407407407,0.2592592592592592,0.6361688388076203,0.6415002990995842,0.5347214444956382,0.601010101010101,20,7,12,15,0.4444444444444444
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_decision_tree_cross,jEdit,3.2.1,4.1,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,4,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 5; 'classification__max_features': 'sqrt'},0.5925925925925926,0.5925925925925926,0.5925925925925926,0.1851851851851851,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.4074074074074074,0.5925925925925926,0.5925925925925926,0.4985754985754986,0.5548696844993142,16,11,11,16,0.4074074074074074
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_decision_tree_cross,jEdit,3.2.1,4.1,decision_tree,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,0,1,{'classification__criterion': 'entropy'; 'classification__max_depth': 5; 'classification__max_features': 'log2'},0.532051282051282,0.4748201438848921,0.6323137936654534,0.2394202409118702,0.3316582914572864,0.8354430379746836,0.4291845493562232,0.5708154506437768,0.5799349619138369,0.5987981661344318,0.5697849941656414,0.3187482772512351,100,133,13,66,0.16455696202531644
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_random_forest_cross,jEdit,3.2.1,4.1,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,0,0,{'classification__criterion': 'log_loss'; 'classification__max_features': None; 'classification__n_estimators': 80},0.6909090909090909,0.711864406779661,0.6924603174603176,0.3901154803282208,0.65625,0.7777777777777778,0.6071428571428571,0.3928571428571428,0.6808452955514676,0.6871842709362768,0.5629744141122551,0.6195075757575758,17,11,6,21,0.2222222222222222
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_random_forest_cross,jEdit,3.2.1,4.1,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,0,{'classification__criterion': 'entropy'; 'classification__max_features': 'log2'; 'classification__n_estimators': 50},0.7090909090909091,0.6521739130434783,0.7063492063492064,0.4338760177455243,0.7894736842105263,0.5555555555555556,0.8571428571428571,0.1428571428571428,0.6698946929668981,0.6900655593423543,0.592813629188742,0.6567783094098884,24,4,12,15,0.4444444444444444
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_random_forest_cross,jEdit,3.2.1,4.1,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,2,0,{'classification__criterion': 'gini'; 'classification__max_features': None; 'classification__n_estimators': 50},0.6666666666666666,0.6896551724137931,0.6666666666666666,0.3370526488229122,0.6451612903225806,0.7407407407407407,0.5925925925925926,0.4074074074074074,0.6585353904706338,0.6625386599999377,0.5436964864904181,0.60752688172043,16,11,7,20,0.25925925925925924
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_random_forest_cross,jEdit,3.2.1,4.1,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,3,0,{'classification__criterion': 'entropy'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 30},0.6481481481481481,0.5957446808510638,0.6481481481481481,0.3067859955389482,0.7,0.5185185185185185,0.7777777777777778,0.2222222222222222,0.6250285790496928,0.6350528962771202,0.5426348686832823,0.6037037037037036,21,6,13,14,0.48148148148148145
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_random_forest_cross,jEdit,3.2.1,4.1,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,4,0,{'classification__criterion': 'gini'; 'classification__max_features': 'log2'; 'classification__n_estimators': 20},0.6666666666666666,0.7,0.6666666666666666,0.3418817293789138,0.6363636363636364,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.6486358155368468,0.6573421981221796,0.5501719556083909,0.6060606060606061,15,12,6,21,0.2222222222222222
jEdit_3.2.1_v_1_0_15_f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15_0.5_java_1.3_ext_2.2_j16_45_jEdit_4.1_org_java_1.4.0_ext_2.2_j16_45_random_forest_cross,jEdit,3.2.1,4.1,random_forest,f1f2f3f4f5f6f7f8f9f10f11f12f13f14f15,v_1_0_15,,0.5,1,1,{'classification__criterion': 'entropy'; 'classification__max_features': 'log2'; 'classification__n_estimators': 50},0.657051282051282,0.5327510917030568,0.6950888249035694,0.3395867666062825,0.4066666666666667,0.7721518987341772,0.6180257510729614,0.3819742489270386,0.685501125523623,0.6908037037810402,0.5997656409844389,0.3717007465108731,144,89,18,61,0.22784810126582278
