Project,Train Version,Test Version,ML Algorithm,Sampling Method,Defect Ratio,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure
jEdit,4.1,4.3,svm,borderline_smote,0.5,{'classification__coef0': 2; 'classification__degree': 3; 'classification__gamma': 'auto'; 'classification__kernel': 'poly'},0.6321138211382114,0.0621761658031088,0.5897750897750897,0.0549842345637486,0.0329670329670329,0.5454545454545454,0.6340956340956341,0.3659043659043659,0.5873878484364463,0.5881074271511505,0.7165940518750802
jEdit,4.1,4.3,knn,borderline_smote_svm,0.5,{'classification__n_neighbors': 5},0.6524390243902439,0.1047120418848167,0.7778302778302779,0.170555174505513,0.0555555555555555,0.9090909090909092,0.6465696465696466,0.3534303534303534,0.7419520611050905,0.7666750209773289,0.724758229153384
jEdit,4.1,4.3,naive_bayes,borderline_smote_svm,0.5,{},0.806910569105691,0.0952380952380952,0.6347571347571348,0.1013550009177537,0.0531914893617021,0.4545454545454545,0.814968814968815,0.185031185031185,0.5927180334270438,0.6086381276590963,0.8211342805603756
jEdit,4.1,4.3,decision_tree,borderline_smote_svm,0.5,{'classification__criterion': 'entropy'; 'classification__max_depth': 6; 'classification__max_features': 'log2'},0.532520325203252,0.0873015873015873,0.7609147609147608,0.1543306352600504,0.0456431535269709,1.0,0.5218295218295218,0.4781704781704782,0.6618824123224409,0.7223776864144696,0.6922174391239228
jEdit,4.1,4.3,random_forest,borderline_smote_svm,0.5,{'classification__criterion': 'gini'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 50},0.6747967479674797,0.0804597701149425,0.656019656019656,0.0980136226521008,0.0429447852760736,0.6363636363636364,0.6756756756756757,0.3243243243243243,0.6554585131605287,0.6557251176944726,0.7353939946488993
jEdit,4.1,4.3,svm,borderline_smote_svm,0.5,{'classification__coef0': 3; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.6321138211382114,0.0621761658031088,0.5897750897750897,0.0549842345637486,0.0329670329670329,0.5454545454545454,0.6340956340956341,0.3659043659043659,0.5873878484364463,0.5881074271511505,0.7165940518750802
jEdit,4.2,4.3,knn,smote,0.5,{'classification__n_neighbors': 9},0.6849593495934959,0.0828402366863905,0.6612171612171611,0.1020959158171731,0.0443037974683544,0.6363636363636364,0.6860706860706861,0.3139293139293139,0.660306741969459,0.6607499047222305,0.7405731679415912
jEdit,4.2,4.3,naive_bayes,smote,0.5,{},0.8394308943089431,0.1123595505617977,0.6513891513891514,0.1225592681852279,0.0641025641025641,0.4545454545454545,0.8482328482328483,0.1517671517671517,0.5996539437483251,0.6209350896513948,0.8475123236639233
jEdit,4.2,4.3,decision_tree,smote,0.5,{'classification__criterion': 'entropy'; 'classification__max_depth': 5; 'classification__max_features': 'sqrt'},0.8191056910569106,0.101010101010101,0.640994140994141,0.1087847263847399,0.0568181818181818,0.4545454545454545,0.8274428274428275,0.1725571725571725,0.5954653049749932,0.6132783838603608,0.8308115811122473
jEdit,4.2,4.3,random_forest,smote,0.5,{'classification__criterion': 'entropy'; 'classification__max_features': 'log2'; 'classification__n_estimators': 50},0.8353658536585366,0.1473684210526315,0.7381402381402381,0.1871379791916044,0.0833333333333333,0.6363636363636364,0.83991683991684,0.1600831600831601,0.7190569247152652,0.7310899633372999,0.8439304076422861
